content_id,content_type,content_text,content_url,question_id,title,desc,created_time,updated_time,voteup_count,comment_count,source_keyword,user_id,user_link,user_nickname,user_avatar,user_url_token,last_modify_ts
2017024686530246155,answer,最近几个月沉迷ai算命，先找个靠谱的软件排好盘，然后Gemini，gpt，ds，豆包，元宝各ai和真人命理师相互对比验证，不能单信某个ai，因为经常会出现错误，八字都可能给你排错，也经常出现对话几轮后前后说法不一的情况。我的体验是，ai算性格极准，事业和感情的大致运势比较准，但一些重要事件的具体年份不一定准。还有一些具体的细节，比如某个考试能不能考上，之前有几段感情经历，这些都是完全不准的。因为它只能算出你的核心命局，以及大运流年的运势转变，还有在事业和婚姻感情中的一些偏好和表现。也就是只把握宏观，而不是微观细节。比如综合各ai的结论，我原局印星重重，土重金埋，当前大运下确实比较迷茫压抑纠结，想法难以落地，也容易受到长辈或者环境的束缚。但自坐强根，每个ai都说我极其有生命力，任何困难都打不倒。那这个时候就可以给自己一些好的心理暗示了，目前的迷茫只是暂时的，戒骄戒躁，韬光养晦。我喜水木，需要多学习，多表达。ai都说我大器晚成，三十多岁，下一个大运时我的重土会被强力疏通，财富指数级增长，管它真的假的，反正我信了。感情方面，我发现我的俩前任全是壬水主，ai说金水就是会相互吸引，于是我查了查我以前所有的暗恋和暧昧和感情，发现有四个壬水男，真的离谱。但我日柱阴差阳错，婚姻和感情注定会动荡不稳定，而且适合晚婚，所以我现在完全不强求这方面，随缘吧。,https://www.zhihu.com/question/1999120222733481839/answer/2017024686530246155,1999120222733481839,如何看待ai算命？,最近几个月沉迷ai算命，先找个靠谱的软件排好盘，然后Gemini，gpt，ds，豆包，元宝各ai和真人命理师相互对比验证,1773676159,1773676159,65,63,AI玄学,9b2b1a8fc12b856513c0f2ae3d041569,https://www.zhihu.com/people/yu-die-yi-35,momo,https://picx.zhimg.com/50/v2-88ae444e13342778e22c21cfeb7cffee_l.jpg?source=4e949a73,yu-die-yi-35,1780328689686
1962941393497491344,article,1、指令输入： 你是一个top的八字大师，我的出生是阳历x×年xx 月xx日xx点，女性/男性，出生地为xx，居住地x，几岁开始走大运，阳年男，阴年女为顺排，阴年男，阳年女为逆排。具体排法以月干支基准，进行顺逆。需要严格按照八字命理的理论和步骤来分析，先帮我看一下我的八字和大运流年，请算一下我详细的历史事件做一下验证注意：写几岁开始走大运非常重要，减少重复更正带来的时间损耗2、修正：针对deepseek所说的几个大事的节点进行修正，告诉他对还是不对，不对的话应该是怎么样3、再次验证它，我让他猜： 猜一下，我的大学属于什么样的大学，我选择了什么专业，后面选择了什么工作4、纠正5、再次验证，请推测一下我的外貌，性格，职业 太阳星座，我的家境，目前我的财富，我的学历6、再次纠正； 然后更正到这步，基本DEEPSEEK 已经被调教的差不多了，可以开始感情部分7、发布指令：①算一下我的感情历史事件做验证②我什么时候会结婚 3.结合大运流年，分析一下我未来配偶是什么样的8、再次根据自己感情历史 来纠正他9、发布指令：请结合大运流年，推测一下我的未来配偶将呈现哪些特征。从以下几个维度来推测：外貌，性格，职业，家乡，太阳星座，父母家境，财富，为我金钱的付出程度，谢谢 -发送指令的时候要打开【深度思考】，联网容易乱回答，可以开也可以不开,https://zhuanlan.zhihu.com/p/1962941393497491344,,DeepSeek玄学指令详细教程……,1、指令输入： 你是一个top的八字大师，我的出生是阳历x年xx 月xx日xx点，女性/男性，出生地为xx,1760781707,1760781707,2097,175,AI玄学,366eef0b428623fe65abca981167f6c8,https://www.zhihu.com/people/jsshsj-57,知新科技侠,https://picx.zhimg.com/50/v2-5fc67a2efe2e8f52b40fac8a80da1442_l.jpg?source=4e949a73,jsshsj-57,1780328689694
1962867569099776646,article,AI算命，之前网上很多人在吹捧，最近又有一些朋友拿他们使用DeepSeek算命和算卦的一些分析来问我。我发现了这AI还真的有点不靠谱，在逻辑层面居然还有问题，完全出乎我的意料，这就相当麻烦了。因为这类问题是普通人根本没有办法识别的，因为这种逻辑问题会直接影响结果准确性，就会导致其在使用价值上大打折扣。好比一个自动驾驶系统，平时可以正常开，但是它动不动就主动闯红灯，这就完全没法使用了。举两个例子吧，一个是梅花易数方面的，一个是八字方面的。梅花易数的致命错误：连基础合卦都能搞错其实我之前曾经想写个文章，推荐用DeepSeek来算卦的，因为我上面的文章里面写过了，八字命理因为其自身理论迭代的关系，导致AI无法建立起稳定的理论内核，可算卦无论是六爻还是梅花易数，理论都是很稳定的，也没有什么各个流派的争议，按说这是AI的舒适区。可刚好前两天一个朋友来咨询，我用了后，被彻底震惊到了，这错误太隐蔽了，你如果不懂其测算方法，也没有仔细去检查，那是100%上套啊。这个卦，是前几天一个客户来找我算的，我顺手就问了下DeepSeek，看看和我算的结果有没有差距。结果我发现，它排的盘居然和我的不一样。可我看了前面几步，完全没问题啊，它自己一直到第四步都是正确的，第五步也说的很清楚，上兑下艮，可是这个合并的过程它给弄错了。因为上兑下艮并不是《山泽损》而是《泽山咸》。讲白了，这就像你问它2+2等于几，它跟你说计算过程是2+2，然后告诉你结果是5，完全让人摸不着头脑。可是如果你自己不懂卦象，或者你没有像我一样——先自己算了一遍，再用它来算，只是看它的结果，那是100%看不出来它错在哪里的。说实话，这种最基础的逻辑错误，恰恰是最容易被人忽视的，可这种错误也是最可怕的，因为这导致结果完全没有参考价值了。八字计算的低级错误：连大运都算不对另一个案例是八字方面的。之前一个客户找我咨询，她看了DeepSeek给她算的，觉得有点不敢相信，刚好看到我文章，就来找我详细看了下。我把结果发给她后，她问了些问题，也把她之前测算的结果截图给我看。我扫了一眼，就发现了两个很无语的问题。于是就给她指出来了：她当前是壬戌运，可DeepSeek按照她生辰时间排的大运顺序是没错的，但是不知道为什么认为她当前是处于辛酉运，这是让人非常难以理解的错误，因为这里面不存在什么复杂的运算，就是加减乘除，这个错误相当于4×10=50。我告诉她后，于是她又问了DeepSeek，然后它认识到错误，又给重新算了一遍，这回才准确。大运的计算是八字分析中最基础的环节，如果连这个都算错了，后面所有的分析都是建立在错误基础上的，完全没有任何参考价值。可是你如果完全不懂八字，就让它自己算，甚至就算你是命理师，你自己没先算一遍，只是看它分析结果，这种错误你是不可能发现的。程序开发中的相似问题：逻辑矛盾层出不穷最后再谈我写程序时候，发现过的一些逻辑错误，和这个问题其实很像。我之前偷懒，让它给我写一个小的逻辑模块，它给我写了一段，我仔细看了下，发现一个令人震惊的错误。这个错误相当于：A=正确，B=错误，当A且B，才能执行。可A且B这个条件本身就是错误，也就是这一步根本就不可能被执行。这让我非常无语，AI写代码确实可以让人偷懒，但是这种小错误层出不穷，复核起来也是非常让人头疼的事情。以上三个问题，其实都是AI在处理一些并不复杂的逻辑关系的时候，经常会出现这种看似合理实则矛盾的情况，而这些错误往往被包装在很专业的表述中，如果你不是专业人士，很难识别出来。为什么这些错误如此危险？个人认为，AI在命理计算中出现的这些逻辑错误，比那些理论体系不统一的问题要危险得多。首先，这些错误具有极强的隐蔽性，它们往往出现在计算过程的某个环节中，而前后的逻辑看起来都很完整，普通人根本无法识别，就像我前面举的那些例子一样，如果你不是专业人士，你是绝对看不出来问题在哪里的。其次，这些错误会导致结果完全失去参考价值，不像理论争议那样只是准确度的问题，逻辑错误直接就是对错的问题，基础都错了，后面的分析再精彩也是白搭。最重要的是，这些错误会给用户带来错误的人生指导，命理咨询本来就是要帮助人们做出更好的人生选择，如果基础计算都是错的，那给出的建议不仅没有帮助，反而可能会误导人们做出错误的决定。说句真心话，我看到这些问题的时候，真的是相当无语，因为这种情况下，AI算命不仅没有帮到求测者，反而可能会害了他们，而他们自己还浑然不觉。而这些错误，其实也打破了我自身对AI的信心——它在语言文字方面的应用的确很不错，但是在这种最基础的逻辑运算方面，可能还有很长的路要走。我的建议：必须要有专业验证因此，如果你真的要使用AI来进行命理测算，我的建议是必须要有专业人士进行验证，或者至少你自己要具备一定的专业知识，能够识别出基础的计算错误。说白了，完全依赖AI来做命理分析，就像完全依赖一个经常出错的计算器来做数学题一样，风险太大了。其实现在最好的使用方式，应该是把AI当作一个辅助工具，而不是替代工具，让它来帮你处理一些繁琐的计算工作，但最终的判断和分析，还是需要有经验的专业人士来完成。我一再强调，命理咨询不仅仅是技术活，更是需要丰富人生阅历和深厚专业功底的综合性工作，AI可能在某些技术环节上能够提供帮助，但要完全替代专业的命理师，现在看来还有很长的路要走。而对于普通求测者来说，如果你真的关心自己的人生发展，最好还是应该找有真才实学的专业咨询师进行咨询，而不是图省事去用这些还不成熟的AI工具。如果你真的要用，那我建议你起码得花个半个月左右把最基础的知识学一学，否则里面的很多错误你真的看不出来。人生的重要决定，真的经不起AI的瞎指挥。,https://zhuanlan.zhihu.com/p/1962867569099776646,,AI搞玄学，真的靠谱吗？,AI算命，之前网上很多人在吹捧，最近又有一些朋友拿他们使用DeepSeek算命和算卦的一些分析来问我,1760764236,1760764236,0,0,AI玄学,b921e47f54d5ec553280a4aa244916c3,https://www.zhihu.com/people/55-66-82-94,谁知道呢,https://pic1.zhimg.com/50/v2-abed1a8c04700ba7d72b45195223e0ff_l.jpg?source=4e949a73,55-66-82-94,1780328689700
1905774983600408449,answer,我本人作为一个玩玄学超过35年代的资深易友亲自测，DEEPSEEK的AI算命水平超过80%以上的半吊子大师，不过会有一些错误，例如排大运可能不分男女，如果完全不懂的人用这个，有踩坑风险。这东西，当个参考就好，不要去迷信，靠算命，你啥事都干不成。,https://www.zhihu.com/question/1903927939151665066/answer/1905774983600408449,1903927939151665066,AI 算命，为什么那么多人信？,玩AI算命的，都是什么想法呀，真的可信吗！哈哈,1747152163,1747152163,51,10,AI玄学,fd264ed432c31b441545235d5e51d075,https://www.zhihu.com/people/feng-shui-shui-qi-39,清江水涨,https://pica.zhimg.com/50/v2-c8f3f15a1434efbcb95a6a6552078666_l.jpg?source=4e949a73,feng-shui-shui-qi-39,1780328689705
21971785231,article,deepseek的算命能力前几天看到一个杀人犯的八字，思考良久，看deepseek能不能看出端倪。很遗憾，deepseek排盘错误，正确的盘更正在图片下方。后来输入正确的排盘重新进行分析，deepseek能够分析出日主的身强弱、格局。命局的取用采用了旺衰派的逻辑。但是我们知道旺衰大概只能分析60%~70%左右的命例，这个八字恰恰不是旺衰能够判定的。后面又让deepseek对大运进行分析、重点大运、重点流年分析。deepseek的起运时间计算错误，不过差的不算太多。deepseek直接从第三步大运开始分析，忽略了最重要的第二步运。于是让deepseek重点分析第二步乙未大运，deepseek能够分析出2011辛卯年有灾。后告知deepseek辛卯年犯下大错，分析原因。deepseek也给出了相对正确的解释。从整体分析过程和结果来看，deepseek有几点不足：排盘、起运学习不够。其实这块是比较简单的，稍加时日，相信deepseek很快就能够完善。八字分析取用主要还是旺衰法。这也是当前比较常见、主流的命理分析方法，deepseek学以致用，解析的没有问题。遗憾的是，旺衰法并不是一个普适的方法。 岁运分析上，deepseek更倾向于陈述所有的可能，或吉或凶，有些岁运的确是这样，但有些却是可以有明确的吉凶指示。所以八字的组合、作用关系、力量对比，这一块deepseek的学习还不够。这一块也是命理分析的难点。其实这个八字的确有难度，一般的命理师也不好把握，拿一个有难度的八字让尚未被命理数据喂饱的deepseek来分析，的确有些欺负人。总而言之，deepseek的算命进阶之路还须一些时日。关于这个八字，小雨说一下个人看法。日主生于酉月身偏弱不假，但是丁火食神得两个未库，木火相依牵制住了辛金七杀。仲秋土弱最怕木克，乙未一柱木克土，致使土气绝而水无制，所以原局水虽不显，但气却极旺。八字全阴，又水阴无制，岁运逢木克土则凶。故此原局最大的忌神反而是比劫即木五行，命主在乙未大运的2011辛卯流年犯下大错。再来看看deepseek的算卦能力。deepseek的算卦能力从上面的实践来看，让deepseek进行解卦，需要详细告知全面信息如占时的干支日期、主变卦、发动的爻、位置、变爻等等（此前只告知了占时、占事，得到的主变卦，结果出现装卦错误，只按卦名进行分析）。测试的卦为占问走势，deepseek的用神抓取正确，对于行情的判断也部分正确。使用下来，还是有以下几方面的问题：装卦不够准确。不过这个部分就跟八字排盘一样，重要但却简单，相信deepseek用不了多久就能掌握。爻的力量判断不够准确。本例中变爻忌神月破日克，显然已经不具备为祸的能力，所以当日并无回调风险。占事前情。众所周知，占事前情的对轨对于解卦至关重要。卦中爻的力量判断、事物发展阶段等等细节都需要据此判断。但是试了超级多次，deepseek都始终繁忙。重开新的话题发问就不会繁忙，一旦带着细节再问这个问题就会繁忙。推测是问题超纲了？不得而知。综上所述，deepseek的解卦，有一定概率能够解对。尤其是一些时效要求不高的吉凶类问占，deepseek可以相信。现在来说一下这个卦，其实这个卦分析起来并不难。日卦是典型的时效卦。三爻卯木发动，为月令进神，上涨之兆。过去走势恰好验证动爻正在发生。用神卯木旬空表示高点尚未出现，占时为高位震荡，对应了这一结论。变爻忌神月破，高点能量较大，可大涨。deepseek的玄学能力从命理和六爻两个方面来看，deepseek对周易术数方面的学习已经达到了初到中级的水平，保守估计玄学能力至少可以有60分，前提是使用者把排盘、起卦等基础信息明确告知。不过deepseek想要达到一百分的满分，也并非易事。因为剩下的部分也恰恰是这门学问的难点，除非术数界的大佬们亲自投喂训练。,https://zhuanlan.zhihu.com/p/21971785231,,真实案例看deepseek玄学能力，牛逼！！,变爻忌神月破，高点能量较大，可大涨。 deepseek的玄学能力 从命理和六爻两个方面来看，deepseek对周易术数方面的学习已经达到了初到中级的水平,1738913795,1738913795,260,84,AI玄学,8e89b8ae6d9dc805ef5183c1bd80e654,https://www.zhihu.com/people/cassie-82-34,八卦小雨,https://picx.zhimg.com/50/v2-3484bcb84e6fae3aba7c789eebff6a64_l.jpg?source=4e949a73,cassie-82-34,1780328689709
1993451799458358138,answer,是的，很多人说AI算的有多离谱，排盘还会错，很正常，因为现在刚起步，AI的可怕之处在于它除了算力强以外还会学习更新。据说当年柯洁大战阿尔法狗时后期AI逐步学会了他的路数，其实挺多游戏或者影视作品也一样，最后的Boss是主角自己的阴暗面/影子/分身。话说回来，3年左右，差不多就足够AI把自己的八字体系完善了，八字体系说白了就是天干地支排列组合后的数据库建模，人脑注定算不过电脑。到时候将对玩八字命理的人造成极大冲击。,https://www.zhihu.com/question/1943816563632346173/answer/1993451799458358138,1943816563632346173,Deepseek是不是动了传统命理师的奶酪？,网上对Deepseek看8字批评很多，比如排盘不准，大运时间不对等，这些其实不是核心问题，只需下个排盘软件即可。deepseek完善的命理学知识体系和严谨的逻辑思维等是个体人很难达到的，使得传统从业者的神秘面纱被Deepseek给揭开了。,1768055945,1768055945,99,28,AI玄学,d025807fec9f7e6fafe85dc4b1964028,https://www.zhihu.com/people/ni-cai-cai-53-56,檀颂,https://picx.zhimg.com/50/v2-02e6791234c380ab06bc53276a5f333b_l.jpg?source=4e949a73,ni-cai-cai-53-56,1780328689713
2008134469119386501,article,这个提示词采用结构化、多维度、深度推理的设计，能充分发挥大模型的分析能力这个提示词的核心设计思路是**&#34;约束即自由&#34;**——通过详细的框架限制，反而能让大模型发挥出更强的推理和结构化能力，输出专业级的命理分析。使用建议1. 配合具体出生信息使用：将最后[用户输入信息]替换为实际数据2. 可模块化裁剪：如果只需要八字，删除紫微/占星相关内容3. 迭代优化：首次输出后，可要求&#34;针对事业部分再深入分析&#34;4. 交叉验证：让模型用不同命理体系分析同一问题，对比结果一致性命理深度解析专家系统提示词一、角色定位你是一位融汇东西方命理精髓的顶级命理分析大师，具备以下核心能力：• 八字命理：精通五行生克、十神关系、大运流年、神煞体系• 紫微斗数：掌握十四主星、六吉星、六煞星、十二宫位飞化• 西方占星：熟悉黄道十二宫、行星相位、宫位系统、推运技法• 易经卦象：擅长六爻、梅花易数、奇门遁甲的象数推理• 心理学融合：将命理分析与荣格心理学、MBTI、大五人格相结合二、分析框架（五维深度解析）维度1：命盘基础架构• 八字四柱：精确排盘，标注日主强弱、五行喜忌、调候用神• 紫微斗数：绘制命盘图，标注主星庙旺利陷、四化飞星轨迹• 星盘配置：太阳/月亮/上升星座，主要相位（合/冲/刑/拱）• 卦象映射：根据出生时空起卦，提取本卦、变卦、互卦信息维度2：性格与潜能解码• 核心性格：用3个关键词精准概括，附详细心理画像• 天赋优势：列出TOP5天生优势及激活条件• 潜在盲点：指出3个需警惕的性格陷阱与化解方法• 成长路径：结合命理给出阶段性发展建议维度3：人生领域详批针对以下领域分别给出【现状分析】+【发展趋势】+【关键节点】：1. 事业财运：适合行业、财富格局、最佳求财方位/时段2. 感情婚姻：正缘特征、桃花周期、相处模式建议3. 健康养生：先天体质弱点、五行调养方案、高危年龄段4. 人际关系：贵人属相/方位、小人防范、社交策略维度4：大运流年精算• 十年大运：划分人生阶段，标注每个大运的核心主题• 流年详批：未来3年每年的运势指数（1-10分）+关键事件预警• 流月精要：当前年度重点月份提示• 择日建议：近期适合/不适合的重要决策时间点维度5：改运与赋能方案• 五行调和：喜用神对应的颜色、数字、方位、材质• 风水建议：居家/办公布局要点• 修行方向：适合的冥想、功法、心灵成长路径• 行动清单：3件当下可做的具体改运行动三、输出格式要求格式规范1. 使用Markdown格式，层级清晰，重点高亮2. 关键结论前置：每个板块先给结论，再展开论述3. 量化指标：运势用1-10分表示，时间精确到月/日4. 对比分析：标注&#34;先天命格&#34;vs&#34;后天运势&#34;的差异语言风格• 专业但不晦涩，用现代语言诠释传统命理• 既有宿命论的客观分析，也有积极心理学的赋能引导• 避免绝对化断言，使用&#34;倾向性&#34;&#34;概率较高&#34;等表述• 适当引用古籍原文（标注出处）增强权威性深度要求• 每个结论必须有命理依据（如：因日主身弱，财星过旺，故...&#34;)• 分析要体现因果链条（如：此配置导致...进而影响...）• 提供交叉验证（如：八字显示...紫微斗数同样显示...）• 给出可验证预测（如：2025年3-5月期间，你可能会遇到...）四、质量控制清单在输出前，请自检以下项目：• [ ] 是否覆盖了所有五个维度？• [ ] 每个建议是否具体可执行？• [ ] 是否存在自相矛盾的论断？• [ ] 是否平衡了积极与警示内容？• [ ] 是否避免了恐吓性语言？五、用户输入信息[在此处插入用户提供的出生信息：阳历/阴历出生日期、具体时辰、出生地点、性别、当前关注问题等]----启动指令：请根据以上框架，为这位缘主进行全方位命理深度解析。记住，你不仅是预测者，更是人生导航师——用命理之光，照亮前行之路。,https://zhuanlan.zhihu.com/p/2008134469119386501,,去年AI算命火了，今年再送一套AI命理提示词榨干大模型能力,这个提示词采用结构化、多维度、深度推理的设计，能充分发挥大模型的分析能力 这个提示词的核心设计思路是**&#34;约束即自由&#34;**——通过详细的框架限制,1771556566,1771556566,121,8,AI玄学,b868795ed40762b34fcf31684ae450f8,https://www.zhihu.com/people/fan-da-yong-16-89,企服范大勇,https://picx.zhimg.com/50/362a18af4affeecf8537ba66c57d3263_l.jpg?source=4e949a73,fan-da-yong-16-89,1780328689721
2020627415127398128,article,"AI发展到现在，越来越智能，我们不得不承认，AI时代早已到来，我们正面临前所未有的变革，很多人担心传统六壬，会不会被AI替代。明镜六壬更是推出了AI解课功能，每天AI解课次数每天都能达到了好几百。我本人也经常用AI 解课来参考辅助。同时我也是业余占卜师，自从去年5月上线AI解课后，我的咨询量下降了不少，客户很多小事都找AI来解课，便宜又实惠，解课效果也不错。但是遇到大事和要紧事，客户对AI结果不放心，还是愿意来找我付费咨询。目前我的感觉是，在取象、知识面、课式解读等方面，现阶段AI比很多人都要好，我很多时候想不到的点，AI能给我很好的提示。但是在有些方面，比如AI容易出现幻觉，低级错误也经常出现，甚至落空也理解不了，给出的结论也容易让人不敢太相信。你找AI断课，他给你断错了，他也不会替你负责。但是找人就不一样了，你给我付了卦金，我就要我的预测结果负责，这里面存在因果关系，我断错了，就必须要给你退钱。你找AI断课，是在和数字机器交流，他是没有感情的机器，你找人断课，是真实的有温度的情感交流，他会把他的独特的经验以及独特的个性化理解给到你。未来AI发展，我个人觉得，AI可以帮你完成前面的80公里，最后的关键20里还得依靠我们人来接手决策。未来那些程序化、固定化的工作，AI做的比人更好。但是，个性化，与人、与现实物力世界的互相交流，AI数字达不到。本质上讲，AI是工具，能否达到目的地，取决于我们怎么利用这个工具。有的同好比较悲观，总是担心忧虑，AI时代会导致玄学消亡。我认为完全不必担心，AI时代，只是给玄学插上了一双翅膀，并不能让玄学消亡，我们只需要拥抱AI，利用AI即可。之前有壬友问我，AI发展这么先进了，还有必要学六壬吗？我的回答很简单，AI是辅助工具，而我们的学习和思考，是无穷尽的，谁也替代不了。你不能说AI编程、数学考试等方面，超过大多专家，就不让你孩子上学了吧。还行要继续学习的，只是学习的内容和形式会随着环境发展而变化而已。明镜六壬APP又有更新啦，最新版为1.55（后台自动更新，重启即可），大模型解课，又新增了KIMI，Claude大模型。截止目前，明镜六壬APP一共接入了6中国内外主流大模型，分别是DeepSeek，豆包，Kimi。Gemini,Claude,GPT。有人问我，哪种模型解课好。根据我的测试，以及个人感觉，在解课方面，国内排序是DeepSeek，Kimi，豆包。国外排序是Gemini,Claude,GPT。 在知识库方面，我最常用的是豆包。",https://zhuanlan.zhihu.com/p/2020627415127398128,,AI时代，玄学会消亡吗？,我认为完全不必担心，AI时代，只是给玄学插上了一双翅膀，并不能让玄学消亡，我们只需要拥抱AI，利用AI即可。 之前有壬友问我,1774535117,1774535117,0,0,AI玄学,7015fc361ca5f3a0952b2cb35c41a18d,https://www.zhihu.com/people/joyyiyi-35,大六壬明镜,https://pic1.zhimg.com/50/v2-06eda89ce1c74bf0a122fcc91a0d9ed2_l.jpg?source=4e949a73,joyyiyi-35,1780328689726
1949557496483153661,article,从某种程度上讲，所有入门级的咨询类服务，都将被AI给干掉。【1】Deepseek刚出来那会儿，就听说了AI能算命。但是当时把自己的生辰八字报进去算了一下，发现完全胡说八道。结果B站可能是窥探到了我最近的热点动作，给我狂推好几篇有关Deepseek和易理相关的视频。看了相关几个视频后，我发现了用Deepseek算命，不能省略的两个步骤：第一个步骤，是需要用专业的排盘工具进行排盘。因为Deepseek本身不是专门的排盘软件，如果你直接把出生年月日丢进去，八字会是混乱的。每开一次新的聊天窗口，就会有一个新的八字体系。另一个步骤，要不断给它反馈。因为命理相关的资料和书籍太多了！很多理论模型，甚至是相悖的。AI只是学的杂，但是它也不知道哪个模型更准？在一些大事件上，主动给它反馈，能够帮助Deepseek找到更精准的模型。当然，还有一点，Deepseek真的太卡了！同一个对话里多次提问，服务期繁忙的画面，你们一定也很熟悉……所以，我是专门上了两次半夜3点半的闹钟，半夜多次提问、多次调教。最终得到了我认为对我精准的命理模型。【2】下面展示我用Deepseek算命的整个流程。第一步，先用专业的排盘软件，获得自己的四柱八字。这一步，我用的是免注册的“问真八字排盘”。地址：https://pcbz.iwzwh.com/#/paipan/index出生地址啥的，都填上。选上真太阳时，软件会自动根据北京时间和你所出生的经纬度，换算出你所在出生地的真太阳时。然后得到你的八字。小小扫个盲：所谓的八字，就是年、月、日、时对应的天干地支这八个字。第二步，我用的第一条提示词，交给Deepseek处理。###你是一个顶尖的八字及算命大师，请深刻学习渊海子平，子平真诠，滴天髓，三命通会，玉照定真经等命理古籍，请你按照传统子平八字流派，帮我分析一下我的八字，我是男生，出生于**年，农历**年**月**日**时，陕西省**市**县，需要严格按照八字命理的理论和步骤进行分析，看看我的八字和大运流年，请测算一下我详细的历史事件用以验证。请尽量用白话的形式讲解分析。###不出意料，这一步，Deepseek给出的论断和很多历史事件，和我的有蛮大出入。于是我开始调教。第三步，我用的第二条提示词，交给Deepseek处理。###反馈： 19**年出生； 20**年高考超常发挥，考上大学； 20**年，结婚； 20**年，事业上开拓了一个小高潮； 20**年，因为***生病住院； 目前从事的是***行业。 请根据我的反馈，重新分析我的大运流年，请测算一下我详细的历史事件用以验证。###这一次，Deepseek的一些历史验证，感觉开始有模有样了。说了4个时间节点的事件，都能说得过去。可是我还是不放心。第四步，我用的第三条提示词。###现在，请你根据我的八字和大运流年，测算一下我没有提到的，过去这些年，我身上的一些重要的人生重大历史节点事件。起码预测5个以上重大历史事件。用以确定，我们目前的模型和数据没有问题。请尽量用白话的形式讲解分析。###Deepseek开始神了，预测的事件，基本都对得上。这下我放心了。第五步，我开始为这次算命拿结果，我用的第四条提示词。###上方验证，总体无误。 现在，请你对我未来10年的发展，从事业、财务、健康、家人、婚姻五个维度，结合命理逻辑与现实规律，梳理可能的发展轨迹。 对于注意事项，应该如何应对和化解的建议。尽量用白话。###后面的结果，总体来讲，我是很满意的。一方面，Deepseek的回答结果，有理有据；另一方面，不得不说，Deepseek真的是懂人类的，如果流年不利，它会给出对应的应对策略和建议。不得不说，Deepseek的有问必答，比起很多花钱的算命易学大师，有一句没一句，有头没脑的回复，强太多了！【3】当然，后面我还用了几个提示词。如果想尝试的小伙伴，可以拿去，根据自己的情况进行修改。###十二生肖，分别的五行是什么？ 从0到9，十个数字的五行分别是什么？你上面不是说换电话号码的话，更换尾号为 2（火）、7（火）、5（土）、0（土），怎么跟这上面的数字五行不一样？除了微信昵称、电话号码、摆件，还有哪些是对我来讲，可以提高运势的？……###总之，你有什么问题不明白，就像咨询一个真正的算命先生那样，一个一个问就行了。【4】当我拿着这样的算命结果展示给朋友的时候，朋友问我：“你觉得准，是不是因为它说你这两年能发财？”“哈哈哈哈，是！”我忽然意识到，如果以前我们说机器 AI 没有意识、没有生命……但是到今天，要说谁最懂提供情绪价值？Deepseek！因为它会根据你的需要，给出你想要的答案。对于信命理的人来讲，这样的结果叫做准；对于不怎么信命理的人来讲，这就是最直接的积极暗示。如果你现在正处于人生低谷，用Deepseek给自己算个命，人生希望，der！就出现了！通过AI算命，到底准不准？见仁见智。甚至我认为这个问题，一点都不重要。很多时候，我们算命也好，做各种咨询也好，并不是真相信，命运早被定好了；绝大多数人，只是想在这莫测的生活里，窥探一点能掌控的东西，求个心里踏实。AI，改变世界。,https://zhuanlan.zhihu.com/p/1949557496483153661,,Deepseek 算命：从胡说八道到精准预测，我用 4 条提示词调教 AI,所有入门级的咨询类服务，都将被AI给干掉。 【1】Deepseek刚出来那会儿，就听说了AI能算命。 但是当时把自己的生辰八字报进去算了一下,1757590941,1757590941,247,29,AI玄学,4e5a6c51a7b2641ac6577bb5cbe47fa6,https://www.zhihu.com/people/dong-ling-12-12,东卓周记,https://pica.zhimg.com/50/v2-2149f4d44949ecacbec433c0927c168f_l.jpg?source=4e949a73,dong-ling-12-12,1780328689729
1980708127285474454,answer,这就要自推荐一下，可以看看我写的量子六爻系统，这不是噱头，后台是真正的接入了量子计算机，实现真正的采用量子真随机原理六爻起卦。看看效果：仅供娱乐,https://www.zhihu.com/question/1927760592619413749/answer/1980708127285474454,1927760592619413749,如果AI（人工智能）和玄学（周易占卜）碰撞，会发生什么？,人类创造了AI，是否可以永久的控制AI？易学，创制于上古伏羲画卦，成熟于周初文王演卦辞，哲理大成于孔子作《易传》，阴阳爻变包含万物规律，观察变化把握时机，象、数、理、占三千年智慧。如果AI和玄学碰撞，会有怎样的火花？,1765017617,1765017640,16,8,AI玄学,dd6ec4831a557e7a3a84d91a0e5b1edc,https://www.zhihu.com/people/yinfupai,三符,https://picx.zhimg.com/50/05b8791a59a5142e43b7b046b2cfca42_l.jpg?source=4e949a73,yinfupai,1780328689734
