comment_id	create_time	ip_location	note_id	content	user_id	nickname	avatar	sub_comment_count	pictures	parent_comment_id	last_modify_ts	like_count
69f1f683000000002701cd75	1.77746E+12	吉林	69f1d679000000001f0024f2	其实AI一直记住了我们的信息，之前让它帮忙写过作业，前几天我发现它记得我的学号，姓名，成绩，还有学校[石化R][石化R]	6677caa900000000070064ca	momo	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ftv4losge505pjnpakhop6agaeo1qo?imageView2/2/w/120/format/jpg	238		0	1.77942E+12	9690
69f1eeba0000000029024727	1.77746E+12	浙江	69f1d679000000001f0024f2	wk，，我早就用AI算过，给了生辰八字。。	6576ee9b000000003d02b2ad	霖Y	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31mmj53fvl86g5pbmtqdvdcldpepf8r0?imageView2/2/w/120/format/jpg	33		0	1.77942E+12	1200
69f1dcf10000000029025a61	1.77746E+12	河北	69f1d679000000001f0024f2	好吓人......我刚拿Al问完我的八字就给我推这个？	68717bca000000000d03c36d	Glitchstar	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo320d71gqfls6g5q3hff53fgrd3o284lo?imageView2/2/w/120/format/jpg	57		0	1.77942E+12	2853
69f22e30000000002800bcc4	1.77748E+12	上海	69f1d679000000001f0024f2	ai算的真的准，他连我做什么擅长什么都知道	5f8a78550000000001005ccb	离	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rif9vva206g5nsaf1ag8n6bthb44ao?imageView2/2/w/120/format/jpg	44		0	1.77942E+12	334
69f1d868000000002b026a89	1.77746E+12	江苏	69f1d679000000001f0024f2	我的天又是循环	630ee9f1000000000f004207	我推桃源第一不接受反驳（谢bro）	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31qko1p0unu005ooet7ojogg79mqmh30?imageView2/2/w/120/format/jpg	13		0	1.77942E+12	4797
69f3857d0000000029024128	1.77757E+12	辽宁	69f1d679000000001f0024f2	别搞，我可是把命盘给他看了	5e92e0fb0000000001000793	冰冰桶	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31vv1fmju2i605nkis3tg81sjdntl45o?imageView2/2/w/120/format/jpg	7		0	1.77942E+12	68
69f4a461000000002a02dea3	1.77764E+12	辽宁	69f1d679000000001f0024f2	Oh shit[石化R]	64c1e8ba0000000014039072	你是前世未止的心跳	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo320bhcf7b5s005p61t2t5743i2bvmg4o?imageView2/2/w/120/format/jpg	44	http://sns-webpic-qc.xhscdn.com/202605221136/47a5486fc1f8b6e1aac7d5c63f2dd23d/comment/1040g2h031vkj9ugk2g005p61t2t5743ivpvd728!nd_whgt34_webp_wm_1	0	1.77942E+12	113
6a0a675b000000002b028786	1.77907E+12	江西	69f1d679000000001f0024f2	但是豆包真的挺准的	69b9f5070000000032034f7b	加点辣	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo320b8edb5620g5qdpuk3smjrr3hkhejo?imageView2/2/w/120/format/jpg	1		0	1.77942E+12	1
69f2d3e9000000002a02e501	1.77752E+12	北京	69f1d679000000001f0024f2	别怕孩子们，你们现在最重要的是看看ai给你们排盘排错没[笑哭R]	680b4933000000000d00a203	这家伙在说什么呢	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31p8n6homio505q0b94pj98g3811mkr8?imageView2/2/w/120/format/jpg	6		0	1.77942E+12	188
69f2f6a4000000002702f4f6	1.77753E+12	浙江	69f1d679000000001f0024f2	豆包每次算完第二天就失忆了	5b57f7ef11be10771ddfdd9b	独孤萌神	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31oginn6ul00g4a7fu1ruvncrq8nbnb8?imageView2/2/w/120/format/jpg	5		0	1.77942E+12	92
67ac2213000000001c009553	1.73933E+12	江西	67a7468a000000002503d48c	你是一个顶尖的八字大师，我出生于 年 月 ，性别 ，出生地 ，请你以一个专业四柱八字研究者的角色，对我的八字进行分析，不用过多考虑身强身弱，分析大运流年和食神关系，用盲派技法步骤深度分析，体用平衡，不用考虑我是否迷信，注意逻辑合理，综合各种信息文本判断准确的关系模型，交叉验证，多次迭代后输出最终的正确结果，顺带请算一下我详细的历史事件做一下验证	65be155d000000000e026f65	皮蛋solo粥.	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31gph38cc346g5pdu2lejkrr5pmfp0e8?imageView2/2/w/120/format/jpg	28		0	1.77942E+12	494
67a748b8000000001601023f	1.73902E+12	江西	67a7468a000000002503d48c	不要乱算，这不相当于直接透露自己生辰八字	5df2049000000000010008bf	猎影师十七	https://sns-avatar-qc.xhscdn.com/avatar/62d77d26c630cdbdcffe69e3.jpg?imageView2/2/w/120/format/jpg	10		0	1.77942E+12	31
67a76041000000001802e57a	1.73902E+12	山东	67a7468a000000002503d48c	反正给我算的贼准。把我对象的姓氏跟名字里包含的字都算出来了，还有老家具体是哪个镇的[偷笑R][偷笑R]我个人表示相当满意。[害羞R]	5d3500780000000011002f42	万能的小正正	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31o4p190jkq6g5n9l01s48bq2ufjlos0?imageView2/2/w/120/format/jpg	24		0	1.77942E+12	92
67c1c568000000001901617f	1.74075E+12	河北	67a7468a000000002503d48c	算命多了也不吉利，我朋友他经常算命也出过很多事	666fd78a0000000003033271	玫瑰与琦	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jv2n6umio705pjfqu50ucjhnhddk70?imageView2/2/w/120/format/jpg	1		0	1.77942E+12	12
67b226ed0000000016019196	1.73973E+12	云南	67a7468a000000002503d48c	啊 如果算命了有不好的迹象对以后会有影响吗[失望R]	5f80dbcc00000000010085d6	momo	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3144mervk1k6g5ns0rf6091emjup011g?imageView2/2/w/120/format/jpg	4		0	1.77942E+12	15
67ac5acb000000001803c18e	1.73935E+12	陕西	67a7468a000000002503d48c	不是，我刚把这个模板拿去用了一下，就那个八字，我给他说的，我的出生时间是子时12点多，他给我转化时间算出来的是亥时11点多，什么情况	60d962e8000000000100a7d1	兮梦恋月	https://sns-avatar-qc.xhscdn.com/avatar/6417e7f9888bee6dcafc37bb.jpg?imageView2/2/w/120/format/jpg	3		0	1.77942E+12	5
67a8305d000000001901002d	1.73908E+12	四川	67a7468a000000002503d48c	吓死我了！太准了我天[捂脸R]把我所经历过的几个重要节点说的一字不漏[捂脸R]	632da79b00000000230253e7	碱水小结	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31lesmm0i5i6g5opdkudoskv7qauc298?imageView2/2/w/120/format/jpg	10		0	1.77942E+12	60
67dd67740000000020014d31	1.74256E+12	上海	67a7468a000000002503d48c	太准了，他连我四岁卡过鱼刺都知道[石化R]	61b9feb10000000010005650	耗子没睡够	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ptlte9llm005odpvqok0lig1265620?imageView2/2/w/120/format/jpg	1		0	1.77942E+12	2
67af6af6000000001c00250d	1.73955E+12	北京	67a7468a000000002503d48c	我妈说她不记得我几点出生的咋办[汗颜R]	609b20c5000000000101ead4	雨雨雨雨雨小 Cici	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3113u1p76mc005o4r432gbqmktb1f018?imageView2/2/w/120/format/jpg	9		0	1.77942E+12	18
68948cba000000002903c349	1.75457E+12	陕西	67a7468a000000002503d48c	笑死了，推出我奶切除子宫的时候我爸还没出生	5a71af1b4eacab77874b0ae7	灵离	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31ump32ehj40g4a16k6nhm2n7pujkamo?imageView2/2/w/120/format/jpg	1	"http://sns-webpic-qc.xhscdn.com/202605221136/ecaa70d8de37bacb0c1e371bb2e1e387/comment/1040g2h031ksodigek86g4a16k6nhm2n7lnod580!nd_whgt34_webp_wm_1,http://sns-webpic-qc.xhscdn.com/202605221136/e3dc547dbe0bb311c383a23256daea92/comment/1040g2h031ksodigek85g4a16k6nhm2n7mimcs3g!nd_whgt34_webp_wm_1"	0	1.77942E+12	5
67a6156a0000000016037355	1.73894E+12	福建	67a1fb940000000029039370	我用的其他模版 中考算分无敌准啊准得我虎躯一震 就差0.5。高考还没考 但是就目前来看是符合我学习情况的[笑哭R]	5e4a9184000000000100b3d2	梨子月。	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31s1kd08048005niai6209cuie2f4rb0?imageView2/2/w/120/format/jpg	96		0	1.77942E+12	1507
67a87fdb0000000019015457	1.7391E+12	广东	67a1fb940000000029039370	喔  算低了是吧  恭喜你啊	607ebf1a000000000100127f	讨厌米饭	https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo318khioc6k46g5o3unsd084jv72f9ke0?imageView2/2/w/120/format/jpg	19	http://sns-webpic-qc.xhscdn.com/202605221136/5e2e105371c80277a973da7f20ba99dc/comment/1040g2h031dm7r9dfh0405o3unsd084jvj2a3da0!nd_whlt34_webp_wm_1	0	1.77942E+12	4811
