note_id,type,title,desc,video_url,time,last_update_time,user_id,nickname,avatar,liked_count,collected_count,comment_count,share_count,ip_location,image_list,tag_list,last_modify_ts,note_url,source_keyword,xsec_token
69c62d51000000002102d9cf,video,01清华女博｜一定要频繁大量记录自己,"真的能改命，这不是玄学，而是科学
神经科学研究发现，人类平均每天会忘记70%的经历，长期记录的人，大脑杏仁核对负面刺激的敏感度会降低18%，前额叶皮层积极信息处理速度会提升22%
真正有效的记录是能够让你看见自己的潜意识，因为大多数行为，都由潜意识驱动。
就像心理学家Carl Gustav Jung说的：“未被意识到的潜意识，才会支配你的人生。”
#自我提升[话题]# #自我成长[话题]# #强者思维[话题]# #认知觉醒[话题]# #记录[话题]# #潜意识[话题]# #记录自己[话题]# #元宝[话题]# #免费AI助手[话题]#",http://sns-video-v2.xhscdn.com/stream/79/110/259/01e9c69db8589ac2010370039d2fd908e7_259.mp4?sign=e876a1e9d556908275dce0e3236250b1&t=6a1de5f4,1774603871000,1774624545000,5dcac8a20000000001004f65,晴山,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo3156sbjd0h40g5neap2h08jr5ca6far8,10万+,9.9万,2554,1.9万,,http://sns-webpic-qc.xhscdn.com/202605291605/d5218022da37da4cf8c6ebe65d8b5573/1040g00831u7l3hd8iae05neap2h08jr5pd4a8to!nd_dft_wlteh_webp_3,"自我提升,自我成长,强者思维,认知觉醒,记录,潜意识,记录自己,元宝,免费AI助手",1780041991671,https://www.xiaohongshu.com/explore/69c62d51000000002102d9cf?xsec_token=ABSy8Jfimb8H9rnEDC4s9YXQgbmuTnF3aqIjwtY6cqeas=&xsec_source=pc_search,AI玄学,ABSy8Jfimb8H9rnEDC4s9YXQgbmuTnF3aqIjwtY6cqeas=
69f1d679000000001f0024f2,video,千万不要用AI软件去算命！,千万！千万！ 千万不要用AI软件去算命！#内容过于真实[话题]# #脑洞大开[话题]# #AI[话题]#,http://sns-video-v2.xhscdn.com/stream/1/110/259/01e9f1cb094d847d010370039dd8af8af7_259.mp4?sign=67b05f0e9d9b323de3038645c1b51922&t=6a1de5f9,1777456761000,1777456761000,5abfac394eacab391682aeda,雄十一浪,https://sns-avatar-qc.xhscdn.com/avatar/61e0d2389b3c5b312955c193.jpg,6万,1.1万,1490,3399,四川,http://sns-webpic-qc.xhscdn.com/202605291605/6bf756f7d45f40c399cc2be69684c076/spectrum/1040g0k031vhq748dkc004a45jam3jbmq1urenq8!nd_dft_wlteh_webp_3,"内容过于真实,脑洞大开,AI",1780041991671,https://www.xiaohongshu.com/explore/69f1d679000000001f0024f2?xsec_token=ABubtNIc3iedaXC7gTdXDnAvu0KusjRmrLS8ECYuLK9eU=&xsec_source=pc_search,AI玄学,ABubtNIc3iedaXC7gTdXDnAvu0KusjRmrLS8ECYuLK9eU=
68f0e8370000000007035f41,video,当代年轻人有自己的许愿方式！,#万万没想到[话题]# #震惊[话题]##用鼠标召唤WPSAI是什么体验[话题]##许愿[话题]# #娱乐评论大赏[话题]# ！,http://sns-video-v2.xhscdn.com/stream/1/110/259/01e8f0e7f8e7c0bf0103700399ed0b3ffd_259.mp4?sign=03b02e731f90f2f7b1b92b13b7c0afc5&t=6a1de5fd,1760618551000,1761189931000,5fc9cac6000000000100b96f,莎莎娱乐圈（捡粉丝）,https://sns-avatar-qc.xhscdn.com/avatar/66aba814970b879d657566ab.jpg,4.3万,3.2万,202,1913,,http://sns-webpic-qc.xhscdn.com/202605291605/43c4c261401b3e1d72b2e6955ca5c9d5/1040g00831nmuhqa4ks005nu9pb309ebf3dtkj78!nd_dft_wlteh_webp_3,"万万没想到,震惊,用鼠标召唤WPSAI是什么体验,许愿,娱乐评论大赏",1780041991684,https://www.xiaohongshu.com/explore/68f0e8370000000007035f41?xsec_token=AB3RL7aDsbJ9SPo2Ypo2KkhhIZcKdEXzewtCOmpSlo9vM=&xsec_source=pc_search,AI玄学,AB3RL7aDsbJ9SPo2Ypo2KkhhIZcKdEXzewtCOmpSlo9vM=
69b7a41b000000001a02ebe4,video,这四个指令，两个功能让我完成了两轮的迭代,"我去年开始收入大幅提升，工作时间协商成上四休三之后，继而收入更高，工作调成上三休四，三月过半收入已经是过去两个月总和之后，知乎忽然意识到，我进入到休息越多，钱反而增长更快，我的时间精力效率收入这四个环节之间形成了彼此强化，循环加速的正向循环系统。
	
而这一切就是，我把ai当成了工作的主线，因为它真的能解决我们工作中90%的问题，从这四个指令两个功能来深度剖析一下，我的两轮进阶是如何迭代完成的
	
当AI解决了90%的重复、流程化问题。这直接将我的的个人时间产出比提升了数量级，让我的效率倍增
#认知[话题]##大大方方做自己[话题]##上班[话题]##阿里千问[话题]##职场️[话题]##千问爽文大女主[话题]##千问我不允许有人忤逆你[话题]# #成长[话题]# #AI工具[话题]#",http://sns-video-v2.xhscdn.com/stream/79/110/259/01e9ba3c1d5797ad010370039cff7bdc88_259.mp4?sign=2f0a1b87ce0a630f8e570c610964f9b3&t=6a1de601,1773651863000,1773826468000,5c0a2e216b58b7408a328675,土土的木木,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31jdvc7osiu0g4but30n231jlnbl60v8,3.4万,4.6万,623,9624,,http://sns-webpic-qc.xhscdn.com/202605291605/3ff7aa472c6d66b2393d544ff7c5b014/1040g2sg31trojih0nqe04but30n231jlkmecpno!nd_dft_wlteh_webp_3,"认知,大大方方做自己,上班,阿里千问,职场️,千问爽文大女主,千问我不允许有人忤逆你,成长,AI工具",1780041991688,https://www.xiaohongshu.com/explore/69b7a41b000000001a02ebe4?xsec_token=AB4ocJTubX7RMKxu2ZtNpy-K9rnglOhiRljr_tr9Qibqc=&xsec_source=pc_search,AI玄学,AB4ocJTubX7RMKxu2ZtNpy-K9rnglOhiRljr_tr9Qibqc=
69fd5a850000000038022070,normal,人是会突然找到好工作的（好运版）3.0,"敢向宇宙下订单，精准定义你到底想要什么样的工作；一定要相信好工作是会突然找到的，相信磁场的能量，相信命运的推背感。
	
我找工作，第一步不是海投也不是焦虑，而是先打开 Boss直聘，把自己想要的工作条件一条条明确下来：
双休、13薪+、薪资范围、通勤距离、行业方向、公司规模、团队氛围等。
	
因为“好工作”不是玄学，也不是撞运气，而是你先知道自己要什么，再通过平台把它找出来。
	
1、找工作千万不要害怕No这个答案
它可以是Next Option，也可以New Opportunity.
	
面对频繁碰壁，不妨利用 Boss 直聘沟通数据分析、岗位意向标签，看清自身匹配差异，灵活调整求职方向。
	
减少无效投递，让每一次尝试都更有价值。
	
2、尽量不要选择和自己核心特质相悖的工作
遵从本性，最简单的衡量方式是想到要去做这个工作，你是满心期待的还是瑟瑟发抖感觉头大的。
	
纠结岗位选择、害怕选错赛道时，可以在 Boss直聘了解企业氛围、岗位日常内容与真实评价，多方参考再做决定。
	
慢慢优化平台推荐偏好，筛选适配自身特质的岗位，从源头远离消耗型工作。
	
在不久的将来，你真正想做的事就会找上你。
	
3、把找工作当作弯腰一样简单的事
心态上不要觉得难，它也可以是非常简单的。
	
你也可以是非常好运的、可以是精准投递直通offer的、可以是有巧妙战术助你轻松get的。
	
4、求职路上叠加好运buff的小贴士
-尽量减少一键海投
-敢定价敢要价，提前在boss上查看企业文化与薪酬分析，理性评估匹配度
-完善在线简历、打磨沟通话术，告别“弱弱地问一句”之类的弱势表达
	
-瞄准心仪岗位，借助boss简历润色功能，贴合JD定制专属简历
-用好boss AI模拟面试，提前演练从容应对，不打无准备之仗
	
5、平静地进入每个当下就会心想事成
「内心的平静，往往是外在顺利的起点」。
	
感觉自己找工作进入到焦急焦虑甚至烦躁状态时，不妨停一停。
先把自己哄开心了，恢复平静的能量和磁场再行动也不迟。
	
「永不妥协就是拒绝命运的安排，直到它回心转意，拿出我能接受的东西来」。
	
放心，你不会找不到工作的！
2026，你将会有一份很好的工作！
我是帽子，下期见～#职场[话题]##求职[话题]##offer[话题]##找工作[话题]##boss直聘[话题]##春招[话题]##就业大环境[话题]##职场有路子[话题]#",,1778242046000,1778211461000,5f2e34a3000000000100be66,帽言帽语,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31v7npieo2i105npe6ihg9fj65fjneuo,2.6万,3273,2832,478,湖北,"http://sns-webpic-qc.xhscdn.com/202605291605/10658b30eb12b6e39d49301776617084/note_pre_post_uhdr/1040g3r831vt3cmgdiq705npe6ihg9fj6u148ua8!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/79a8147e4f0fc9dd9515dd750510fb65/note_pre_post_uhdr/1040g3r831vt3cmgdiq7g5npe6ihg9fj6dca211o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/cc46ac26323291254f5e4c9c1a3fce08/notes_pre_post/1040g3k031vt2u9okii305npe6ihg9fj6bsmna8o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/875e4f7b4e5a5e8e262cda2bb1925c82/notes_pre_post/1040g3k031vt2u9okii3g5npe6ihg9fj6bbfe3g0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/8ac5949f941080f937752fb3ca428858/notes_pre_post/1040g3k031vt2u9okii405npe6ihg9fj6nunh05o!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/10e9d938bc410414ab062912cffd9e52/note_pre_post_uhdr/1040g3r831vt3cmgdiq805npe6ihg9fj6k6fb2lo!nd_dft_wlteh_webp_3","职场,求职,offer,找工作,boss直聘,春招,就业大环境,职场有路子",1780041991695,https://www.xiaohongshu.com/explore/69fd5a850000000038022070?xsec_token=ABV0zMVmA_7Tj60O9_0D0QHusNxrxzfCmQB0g9yBfNNgY=&xsec_source=pc_search,AI玄学,ABV0zMVmA_7Tj60O9_0D0QHusNxrxzfCmQB0g9yBfNNgY=
6a0f114900000000370357d0,video,目前为止我用过最惊艳的提示词,#ai工具[话题]##职场[话题]# #提示词[话题]##AI[话题]##内容过于真实[话题]#,http://sns-video-v2.xhscdn.com/stream/1/110/259/01ea0f10ff13d474010370039e4adc78da_259.mp4?sign=5d1429ad94116e091a7b766a2f739843&t=6a1de609,1779372361000,1779372362000,5b076c27e8ac2b578c063cb5,薏米（AI赛博工头）,https://sns-avatar-qc.xhscdn.com/avatar/64734d83da487508c86bf27c.jpg,2.6万,3.4万,107,1479,北京,http://sns-webpic-qc.xhscdn.com/202605291605/08c3929c91c18e4de4aacada4db62cb8/1040g2sg320ed202462704a5kqbm2ef5lk1dhd4o!nd_dft_wlteh_webp_3,"ai工具,职场,提示词,AI,内容过于真实",1780041991705,https://www.xiaohongshu.com/explore/6a0f114900000000370357d0?xsec_token=ABBKhrDtC964eKG3DjKpqMXBKKF0S2NyqBUi0vTOtRYf8=&xsec_source=pc_search,AI玄学,ABBKhrDtC964eKG3DjKpqMXBKKF0S2NyqBUi0vTOtRYf8=
697b448f000000001a02b7f6,video,"我发现了DeepSeek最被低估的功能！这4条指令，能像职业导师一样帮你挖出隐藏天赋。
#DeepSeek #个人成长 #天赋挖掘 #职业规划 #AI对话","我发现了DeepSeek最被低估的功能！这4条指令，能像职业导师一样帮你挖出隐藏天赋。
#DeepSeek #个人成长 #天赋挖掘 #职业规划 #AI对话",http://sns-video-v2.xhscdn.com/stream/79/110/259/01e97b44879e145b010370039c0983f463_259.mp4?sign=88f8a50bef9cd17ebdeb4a5e66921abe&t=6a1de60d,1769686159000,1769686160000,63465a09000000001802fc92,小辞的Ai仓库,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31rq4tb3r2s6g5oq6b84m5v4igenh3j0,1.6万,2.5万,69,1122,,http://sns-webpic-qc.xhscdn.com/202605291605/e1661891dcd8d8284d1aead828dbf82a/1040g2sg31ru2bgd3is605oq6b84m5v4i486b8ho!nd_dft_wlteh_webp_3,,1780041991709,https://www.xiaohongshu.com/explore/697b448f000000001a02b7f6?xsec_token=ABNAVHwwHJ6NLwDwltA6malywLMA2eOyMj9lOmaCfFW5Q=&xsec_source=pc_search,AI玄学,ABNAVHwwHJ6NLwDwltA6malywLMA2eOyMj9lOmaCfFW5Q=
69941005000000001a02baed,normal,已经悄然降临,"最近我又尝试分析了一下为什么很多人意识不到用ai生成内容有什么问题，除了老生常谈的版权意识淡漠，这次想到了关于认知世界的问题。
	
人们经常把他人当成许愿池，让厨师帮你抄个菜、让设计帮你画个图、让摄影帮你拍个照，似乎都是一句话就能描述的任务。以至于一个真的许愿机器出现之后，用一句话得到一个结果似乎是很理所当然的。
	
想象一下一个盘子中间放着一个苹果，读到这句话脑子里已经有画面了对吧？可是，苹果是什么颜色的？盘子是什么形状的？苹果的蒂新鲜吗？打光来自什么方向？
	
当你向许愿池许愿要一个苹果的时候，从“苹果”这个词语，到苹果这个东西，这其中发生了什么难道不奇怪吗？
	
人类总是以为自己完全认知了世界，并且能用语言完全地描述这个世界。只有当你拿出纸和笔开始尝试画一个苹果的时候，才会发现你根本不知道苹果长什么样。更别说一棵树、一座山、一条河。
	
人类总是觉得除了自己熟悉的工作以外的动作都是不需要思考的无聊的重复的。以至于画图的觉得文案可以用ai生成，写文章的觉得配图可以用ai生成，画静态的觉得动画可以ai生成，画人物的觉得背景可以ai生成，什么都不做的人觉得什么都可以ai生成。觉得写提示词费劲的人思想还是不够进步，让ai帮你生成提示词不行吗。
	
想象一下宣传中理想的ai，你想看一部惊险刺激的动作片，ai就生给你成一部两小时的惊险刺激的动作片，这是理所当然的不是吗？如果让你去当导演你就能导出一部惊险刺激的动作片不是吗？ai只是把重复的无聊的劳动自动化了，所以ai是先进的生产力！
	
苹果是什么样的？用ai生成一个就知道了，后来以至于人可以用来描述任何东西的句子都是ai生成的。如此，人类的认知范围已经被ai生成内容完全锁死。也许，以后的人看见远处的真实世界也将成为一种奢侈。
	
掌握真实的人决定了ai输出什么东西。任何原创的尝试都会被立刻“征用”为ai的素材，去填补那些用户未曾明确也不可能明确的信息空缺，让ai告诉你这是ai创造的“艺术”。
	
许愿，总会是有代价的。",,1771311110000,1771311110000,676a94b0000000001801444a,Omnomnomnom,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31i2kvc4knc605praiio62h2aso51k1o,1.5万,2776,649,1267,,http://sns-webpic-qc.xhscdn.com/202605291605/b7fc02dc27aa5731c8147210ef83d735/notes_pre_post/1040g3k031sm96dn7m2005praiio62h2aor6a2dg!nd_dft_wlteh_webp_3,,1780041991712,https://www.xiaohongshu.com/explore/69941005000000001a02baed?xsec_token=AB51VmLkmEg7g24faxWYtJsQLfJmREQc8SBh3WU_nnAJA=&xsec_source=pc_search,AI玄学,AB51VmLkmEg7g24faxWYtJsQLfJmREQc8SBh3WU_nnAJA=
6971e79a000000000e00e3ca,normal,强烈建议大家把AI调教成个人成长教练,"最近因为期末周脑子一团乱麻。想着省事儿让AI给我整理一下。原本只是想找个思路的突破口，没想到它不仅帮我分了好几个方向，还给了我几个从来没注意到的细节。
	
那天晚上我盯着屏幕看了很久，好像没人教过  我怎么把零散的知识点织成一张网。
	
想起昨天看到千问有个教育研讨会，好多专家一起热议孩子到底能不能用AI
	
复旦大学沈奕斐就说，AI时代的教育可能也要变化，AI教孩子要比家长专业。当然像褚殷老师也提到说，AI时代其实要警惕AI不给人错误的机会，但错误是成长非常重要的组成。
	
不过我觉得确实要用，且要用的对。就像千问这种已能凭借万亿级教育数据，覆盖全学段学科需求，用清晰的思维链拆解难题，可以成为大家靠谱的学习帮手。
	
还有个非常厉害的观点“下山式学习法”，是来自杭州云谷学校的初中学生讲的。他说以前大家学习是攀登高峰，但现在AI可以直接送你到山顶，你再一步一步下山，比方他先让AI生成代码，再一步一步去消化它，了解这个代码的构造与它的逻辑各方面。
	
这个实在太厉害。其实我也在试着把千问当成我的专属伴读。背英语单词时，我会让它用《哈利波特》的剧情帮我造例句,复习马原时，我让它用最近的热点事件解释唯物辩证法。有次我吐槽西方文论里的陌生化概念太抽象，它居然用食堂阿姨打饭时手会抖这个梗。
	
一来二去，那些原本枯燥的知识点，都在这种对话里变得鲜活起来。我不再是死记硬背的机器，而是能把理论和生活串起来的思考者。
	
身边的朋友总说，用AI写作业会让人变懒，但我觉得，真正聪明的用法，是把它当成一个陪你成长的教练。它不会替你背书，却能帮你搭建知识的框架,它不会帮你考试，却能教会你思考的方式。
	
我总觉得它就像那个永远不会走的朋友，那些在对话里慢慢养成的思考习惯、提问方式，还有面对问题时的从容，才是我真正收获的东西。
#热点[话题]# #学习[话题]# #考研[话题]# #AI成长教练[话题]# #千问APP[话题]# #AI与教育[话题]# #考公[话题]# #大学生[话题]# #请学会使用工具学习[话题]#",,1769077319000,1778119692000,5d386e850000000010009065,不学习就滚,https://sns-avatar-qc.xhscdn.com/avatar/1040g2jo31a04nfdonc005n9odq2k1435bksgs48,1.4万,4859,112,327,北京,"http://sns-webpic-qc.xhscdn.com/202605291605/411474f04ddd34f2e5914ae6ca6c42f3/notes_pre_post/1040g3k831vrnndc1jq705n9odq2k14357khdpe0!nd_dft_wgth_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/17787e6a4625eee8062fd1075caffec8/1040g00831rktc54a2s0g5n9odq2k1435nk3mum0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/c015df5fec5a162036d4c945a0656d6f/1040g00831rktc54a2s105n9odq2k14355moi4uo!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/65aa5ada2876370f458e6ca7c2d3d83b/1040g00831rktc54a2s1g5n9odq2k14350dg2av0!nd_dft_wlteh_webp_3,http://sns-webpic-qc.xhscdn.com/202605291605/43702463ec27a6a0282006373f976679/1040g00831rktc54a2s205n9odq2k14359ql2grg!nd_dft_wlteh_webp_3","热点,学习,考研,AI成长教练,千问APP,AI与教育,考公,大学生,请学会使用工具学习",1780041991716,https://www.xiaohongshu.com/explore/6971e79a000000000e00e3ca?xsec_token=ABtxlkOhakt-dyIrvOe4O1UzkuelkQIeOUTNl8ojrXw5I=&xsec_source=pc_search,AI玄学,ABtxlkOhakt-dyIrvOe4O1UzkuelkQIeOUTNl8ojrXw5I=
6958c97d000000002200bbb9,normal,四大AI，我站在了新时代的起点,"小孩子才做选择，我，全要了～[自拍R][自拍R]
2026年就一个主要目标🎯：用好AI
	
🔄 我的递归学习法（已验证有效！）
Step 1：向ChatGPT提问
“如何写出高质量的prompt？给我5个核心原则”
→ 得到答案A
Step 2：把答案A喂给Gemini
“这是ChatGPT给我的prompt写作建议（粘贴答案A），请你补充遗漏的要点，并给出具体案例”
→ 得到答案B（已进化！）
Step 3：继续喂给Claude
“综合这两份回答（粘贴A+B），帮我整理成一份完整的prompt写作手册，要有结构、有例子、能直接用”
→ 得到答案C（已升华！）
Step 4：最后问Grok
“看看这份手册（粘贴答案C）有什么扯淡的地方？哪些在实际使用中根本不管用？”
→ 得到答案D（祛魅版真相）
Step 5：融会贯通
把A/B/C/D整合 → 属于我自己的AI使用宝典✨
	
💎 为什么这个方法绝了？
✅ 信息密度翻倍：一个问题，四个角度，知识盲区无所遁形
✅ 交叉验证：AI也会”一本正经胡说八道”，互相纠错最保险
✅ 思维模型升级：看不同AI的解题思路，自己的思维也被打开了
✅ 省钱！ 比报课便宜一万倍，效果还更个性化
	
💬 写在最后
AI时代最大的bug不是技术，是思维。
很多人还在用”搜索引擎思维”用AI → 问一句答一句，浅尝辄止
但AI真正的魔力在于对话、迭代、递归
2026年，别做AI的”用户”
要做AI的”驯兽师”🦁
小孩子才问”哪个AI最好”
成年人选择”让四个AI为我打工”
	
#AI工具[话题]# #人工智能[话题]#",,1767426429000,1767426429000,5ad6bd6be8ac2b478e602311,湘紫Box,https://sns-avatar-qc.xhscdn.com/avatar/5ad6bdb614de4131200ad6fd.jpg,1万,9103,673,1269,,http://sns-webpic-qc.xhscdn.com/202605291605/fa99c2c486864a876e30c64cf0fa6b13/notes_pre_post/1040g3k031qscg0kt7u004a4kc2umm8oh2rc6os0!nd_dft_wgth_webp_3,"AI工具,人工智能",1780041991717,https://www.xiaohongshu.com/explore/6958c97d000000002200bbb9?xsec_token=ABpSToPsx4eeNlZx3hDwDxI1PVDlOeyRqzRPNMMnlkJaI=&xsec_source=pc_search,AI玄学,ABpSToPsx4eeNlZx3hDwDxI1PVDlOeyRqzRPNMMnlkJaI=
